"";"sku";"meta_title";"meta_description";"meta_keyword";"type";"attribute_set";"tax_class_id";"status";"weight";"name";"price";"description";"short_description"
"<div id=""artikul-p"">Артикул: 54926 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54926";"Выбрать качественный каркасный бассейн Ultra Frame Pool в интернет магазине арт. 54926";"Каркасный бассейн Ultra Frame Pool арт. 54926";"каркасный бассейн";"simple";"Бассейны Круглые";"Нет";"Включено";"123.5000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54926";"42200.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос (6,056 л/час)<br />подстилка под бассейн<br />покрывало для бассейнов<br />лестница<br /><br />Особенности:<br />Поддержанию формы бассейна Ultra Frame Pool способствует лента из полипропилена, &laquo;опоясывающая&raquo; весь бассейн. Также прочность бассейна Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54482 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54482";"Заказать недорогой каркасный бассейн Intex Ultra Frame Pool в интернет магазине арт. 54482";"Каркасный бассейн Intex Ultra Frame Pool арт. 54482";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"135.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54482";"46700.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />фильтрующий насос (5,678 л/ч)<br />фильтр для сбора мусора с поверхности ""скиммер""<br />комплект для чистки бассейна<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br />волейбольная сетка<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54982 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54982";"Заказать недорогой каркасный бассейн Intex Ultra Frame Pool в интернет магазине арт. 54982";"Каркасный бассейн Intex Ultra Frame Pool арт. 54982";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"133.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54982";"46300.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос (4,542 л/ч)<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54402 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54402";"Купить недорогой надувной бассейн Intex Easy set";"интернет магазин арт.";"Надувной бассейн Intex Easy Set Pool 54402";"simple";"Бассейны Круглые";"Нет";"Включено";"3.5000";"Надувной бассейн Intex Easy Set Pool 54402, 183 х 51 см.";"890.0000";"<p>Комплектация:<br />Бассейн ""Easy Set 183x51см. Темно-голубой<br />DVD с инструкциями по установке<br />Фильтрующий насос не входит в комплектацию<br /><br /> Бассейн серии Intex Easy Set Pool легко и быстро устанавливается без применения дополнительных технических средств. Процесс сборки бассейна до наполнения его водой занимает всего 10 минут. Надувной бассейн изготовлен из высококачественного ПВХ синего цвета, технология Super-Tough придает стенкам бассейна тройную прочность. Стенки сделаны из трех отдельных слоев: два слоя плотного винила и один внешний - полиэстр для особой прочности. Борта бассейна поддерживаются надувным кольцом, которое, по мере заполнения бассейна, поднимается вместе с уровнем воды, расправляя стенки. Бассейн не нуждается в подготовке грунта.</p>";""
"<div id=""artikul-p"">Артикул: 54978 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54978";"Заказать недорогой каркасный бассейн  Intex Ultra Frame Pool в интернет магазине арт. 54978";"Каркасный бассейн  Intex Ultra Frame Pool арт.54978";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"200.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54978";"59000.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос - 6,056 л/ч<br />комплект для чистки бассейна<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br />волейбольная сетка<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54980 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54980";"Выбрать качественный каркасный бассейн Intex Ultra Frame Pool в интернет магазине 54980";"Каркасный бассейн Intex Ultra Frame Pool арт.54980";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"210.6000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54980";"68000.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />хлоргенератор + песочный фильтрующий насос 6,056 л/ч<br />комплект для чистки бассейна<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br />волейбольная сетка<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54984 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54984";"Заказать недорогой каркасный бассейн  Intex Ultra Frame Pool в интернет магазине арт. 54984";"Каркасный бассейн  Intex Ultra Frame Pool арт.54984";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"183.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54984";"60200.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос - 6,056 л/ч<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54986 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54986";"Заказать качественный каркасный бассейн Intex Ultra Frame Pool в интернет магазине арт. 54986";"Каркасный бассейн Intex Ultra Frame Pool арт. 54986";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"261.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54986";"83600.0000";"<p>Комплектация бассейна <br /> лестница DVD с инструкциями по установке песочный фильтрующий насос 10,030 л/ч комплект для чистки бассейна подложка под бассейн покрывало для бассейна волейбольная сетка<br /><br /><br /><br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54988 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54988";"Купить недорогой каркасный бассейн Intex Ultra Frame Pool в интернет магазине арт. 54490";"Каркасный бассейн Intex Ultra Frame Pool арт. 54490";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"271.5000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54988";"92500.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />хлоргенератор + песочный фильтрующий насос 10,030 л/час<br />комплект для чистки бассейна<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br />волейбольная сетка<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54990 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54990";"Заказать качественный каркасный бассейн Intex Ultra Frame Pool в интернет магазине арт. 54990";"Каркасный бассейн Intex Ultra Frame Pool арт. 54990";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"247.0000";"Каркасный бассейн Intex Ultra Frame Pool арт. 54990";"82000.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос 10,030 л/ч<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Ultra Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 58980 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58980";"Выбрать каркасный прямоугольный бассейн Intex Rectangular Frame Pool в интернет магазине арт.58980";"Каркасный прямоугольный бассейн Intex Rectangular Frame Pool арт.58980";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"19.8000";"Каркасный бассейн Intex Rectangular Frame Pool арт.58980";"5200.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />Фильтрующий насос не входит в комплектацию<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 58983 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58983";"Выбрать каркасный прямоугольный бассейн Intex Rectangular Frame Pool в интернет магазине арт.58983";"Каркасный прямоугольный бассейн Intex Rectangular Frame Pool арт.58983";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"17.6000";"Каркасный бассейн Intex Rectangular Frame Pool арт.58983";"4600.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />Фильтрующий насос не входит в комплектацию<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 58981 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58981";"Купить каркасный прямоугольный бассейн Intex Rectangular Frame Pool в интернет магазине арт.58981";"Каркасный прямоугольный бассейн Intex Rectangular Frame Pool арт.58981";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"23.3000";"Каркасный бассейн Intex Rectangular Frame Pool арт.58981";"6000.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />Фильтрующий насос не входит в комплектацию<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 58982 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58982";"Заказать каркасный прямоугольный бассейн Intex Rectangular Frame Pool в интернет магазине арт.58981";"Каркасный прямоугольный бассейн Intex Rectangular Frame Pool арт.58981";"каркасный бассейн";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"45.5000";"Каркасный бассейн Intex Rectangular Frame Pool арт.58982";"9400.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />Фильтрующий насос не входит в комплектацию<br /><br />Особенности:<br />Прямоугольная форма бассейна позволяет более эффективно использовать площадь садового участка, а также идеальна для игры в волейбол или плавания. Прочность бассейна Intex Rectangular Frame Pool обуславливается его стальным каркасом увеличенного сечения, значительно прочнее традиционного, благодаря которому бассейн выдерживает большие нагрузки. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54432 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54432";"Купить качественный надувной бассейн Oval Frame Pool в интернет магазине арт. 54432";"Надувной бассейн Oval Frame Pool арт. 54432";"надувной бассейн Intex Easy set";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"68.5000";"Надувной бассейн Intex Oval Frame Pool арт. 54432";"25500.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />фильтрующий насос 3,785 л/ч<br />фильтр для сбора мусора с поверхности ""скиммер""<br />комплект для чистки бассейна<br />подстилка под бассейн<br />покрывало для бассейн<br />лестница 122 см Intex <br />волейбольная сетка<br /><br />Особенности:<br />Овальный бассейн - это прекрасное сочетание многофункциональности и качества. Эта уникальная конструкция фирмы Intex объединила все самое лучшее бассейнов Easy Set Pool и Metal Frame Pool и является новинкой сезона среди сборно-разборных бассейнов. Овальная форма идеально подходит для игры в волейбол и для плавания. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54932 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54932";"Купить качественный надувной бассейн Oval Frame Pool в интернет магазине арт. 54932";"Надувной бассейн Oval Frame Pool арт. 54932";"надувной бассейн Intex Easy set";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"61.5000";"Надувной бассейн Intex Oval Frame Pool арт. 54932";"17500.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />фильтрующий насос 3,785 л/ч<br />подстилка под бассейн<br />покрывало для бассейн<br />лестница 122 см Intex <br /><br />Особенности:<br />Овальный бассейн - это прекрасное сочетание многофункциональности и качества. Эта уникальная конструкция фирмы Intex объединила все самое лучшее бассейнов Easy Set Pool и Metal Frame Pool и является новинкой сезона среди сборно-разборных бассейнов. Овальная форма идеально подходит для игры в волейбол и для плавания.</p>";""
"<div id=""artikul-p"">Артикул: 54934 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54934";"";"";"";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"79.0000";"Бассейн овальный intex Oval Frame Pools - 54934 610х366х122см";"21200.0000";"<p>Комплектация: <br />Каркасный бассейн Intex OVAL FRAME POOL 610х366х122 см;<br />Насос -фильтр производительность 5678л/час;<br />Лестница;<br />Покрывало для бассейна;<br />Подстилка под бассейн;<br />DVD с инструкциями по установке.<br />Сборный бассейн Intex OVAL FRAME POOL идеально подойдет для загородного дома или дачи.</p>";""
"<div id=""artikul-p"">Артикул: 57982 </div><div id=""proizvod-p""><div id=""proizvod-p-text"">Производитель: </div><img src='/media/img.ashx.jpg' alt=""ashx"" /></div>";"57982";"Купить овальный бассейн Intex 610x366х122 см в Интернет магазине.";"Каталог овальных бассейнов Intex";"надувной бассейн Intex Easy set";"simple";"Бассейны Прямоугольные";"Нет";"Включено";"96.5000";"Надувной бассейн Intex Oval Frame Pool арт. 57982";"33200.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />фильтрующий насос 5,678 л/ч<br />фильтр для сбора мусора с поверхности ""скиммер""<br />комплект для чистки бассейна<br />подстилка под бассейн<br />покрывало для бассейн<br />лестница 122 см Intex <br />волейбольная сетка<br /><br />Особенности:<br />Овальный бассейн - это прекрасное сочетание многофункциональности и качества. Эта уникальная конструкция фирмы Intex объединила все самое лучшее бассейнов Easy Set Pool и Metal Frame Pool и является новинкой сезона среди сборно-разборных бассейнов. Овальная форма идеально подходит для игры в волейбол и для плавания. Удобный сливной клапан присоединяется к садовому шлангу. Таким образом, воду можно слить в любое удобное место или, например, полить сад.</p>";""
"<div id=""artikul-p"">Артикул: 54982 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54928";"Выбрать недорогой каркасный бассейн Intex Sequoia Spirit в интернет магазине арт. 54928";"Каркасный бассейн Intex Sequoia Spirit арт. 54928";"Sequoia Spirit арт. 54972";"simple";"Бассейны Круглые";"Нет";"Включено";"232.5000";"Каркасный бассейн Intex Sequoia Spirit арт. 54928";"73500.0000";"<p>Комплектация:<br />DVD с инструкциями по установке<br />песочный фильтрующий насос 4542 л/ч<br />подложка под бассейн<br />покрывало для бассейна<br />лестница<br /><br />Особенности:<br />Каркасный бассейн SEQUOIA SPIRIT легко и быстро устанавливается. Процесс сборки бассейна до наполнения водой занимает 120 минут.<br />Технология SUPER-TOUGH дает стенкам бассейна тройную прочность. Стенки сделаны из трех отдельных слоев: два слоя плотного винила стойкого к ударам, растягиваниям, стираниям, солнечному свету, и один - полиэстр для укрепления стенок бассейна. Новый облик бассейну придает обшивка. Обыкновенный бассейн INTEX отделан элементами сайдинга под дерево. Бассейн получил дополнительную защиту от внешних воздействий.</p>";""
"<div id=""artikul-p"">Артикул: 54966 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54966";"";"";"";"simple";"Бассейны Круглые";"Нет";"Включено";"291.5000";"Каркасный бассейн Intex Sequoia Spirit арт. 54966";"83400.0000";"<p>Комплектация:<br />Каркасный бассейн Sequoia Spirit 569х135 см<br />Песочный насос-фильтр 220В (6,056л/час)<br />Лестница;<br />Покрывало для бассейна;<br />Подстилка под бассейн;<br />DVD с инструкциями по установке;<br /><br />Особенности :<br />Каркасный бассейн SEQUOIA SPIRIT легко и быстро устанавливается. Процесс сборки бассейна до наполнения водой занимает 120 минут. <br />Технология SUPER-TOUGH дает стенкам бассейна тройную прочность. Стенки сделаны из трех отдельных слоев: два слоя плотного винила стойкого к ударам, растягиваниям, стираниям, солнечному свету, и один - полиэстр для укрепления стенок бассейна. Новый облик бассейну придает обшивка. Обыкновенный бассейн INTEX отделан элементами сайдинга под дерево. Бассейн получил дополнительную защиту от внешних воздействий.</p>";""
"<div id=""artikul-p"">Артикул: 54968 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"54968";"Заказать качественный каркасный  бассейн  INTEX SEQUOIA SPIRIT в интернет магазине";"Каркасный  бассейн  INTEX SEQUOIA SPIRIT  это новинка 2008 года. Новый дизайн  традиционных бассейнов Интекс с отделкой бортов под дерево.";"Каркасный  бассейн";"simple";"Бассейны Круглые";"Нет";"Включено";"307.5000";"Каркасный бассейн Intex Sequoia Spirit арт. 54968";"89500.0000";"<p>Комплектация:<br />Каркасный бассейн Sequoia Spirit 508х124 см<br />Хлоргенератор с песочным насос-фильтром 220В (6,056л/час)<br />Лестница;<br />Покрывало для бассейна;<br />Подстилка под бассейн;<br />Комплект для чистки бассейна Deluxe Maintenance Kit ;<br />Волейбольная сетка;<br />DVD с инструкциями по установке;<br /><br />Особенности :<br />Каркасный бассейн SEQUOIA SPIRIT легко и быстро устанавливается. Процесс сборки бассейна до наполнения водой занимает 120 минут. <br />Технология SUPER-TOUGH дает стенкам бассейна тройную прочность. Стенки сделаны из трех отдельных слоев: два слоя плотного винила стойкого к ударам, растягиваниям, стираниям, солнечному свету, и один - полиэстр для укрепления стенок бассейна. Новый облик бассейну придает обшивка. Обыкновенный бассейн INTEX отделан элементами сайдинга под дерево. Бассейн получил дополнительную защиту от внешних воздействий.</p>";""
"<div id=""artikul-p"">Артикул: 58972 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58972";"";"";"";"simple";"Оборудование";"Нет";"Включено";"8.4000";"Лестница для бассейна 91 см арт.58972";"29000.0000";"<p>Если во дворе Вашей дачи уже занял свое почетное место незаменимый друг семьи и неотъемлемый атрибут летнего отдыха &ndash; надувной бассейн, Вам следует подумать об удобстве пользования им, ведь далеко не каждому под силу вскарабкаться в бассейн или выбраться из него без каких бы то ни было подручных средств, тем более если Вы являетесь счастливым обладателем большого бассейна. Сделать пользование бассейном проще и приятнее легко &ndash; достаточно всего лишь купить лестницу для бассейна. Лестница для бассейна - один из самых важных аксессуаров, ведь именно она облегчит спуск в бассейн Ваших детей или пожилых родственников, особенно если бассейн на Вашей даче оборудован высокими стенками.</p>
<p>Двусторонние лестницы для бассейнов не задевают стенки бассейна, поскольку имеют достаточной широкий угол между сторонами, они необычайно легко монтируются и устанавливаются за считанные минуты. Особую прочность лестницам придает металлический корпус, тогда как удобно расположенные пластиковые ступени лестниц защитят Вас от скольжения. Лестница для бассейна &ndash; вещь незаменимая в обиходе, а цена на нее не станет обременительной для Вашего бюджета, поэтому не откладывайте приобретение столь важного аксессуара на потом. Сделайте отдых Вашей семьи комфортным и безопасным.</p>";""
"<div id=""artikul-p"">Артикул: 58973 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58973";"Купить качественную лестницу для бассейна";"интернет магазин";"";"simple";"Оборудование";"Нет";"Включено";"8.6940";"Лестница для бассейна 107 см арт.58973";"3340.0000";"<p><span>Лестница предназначена для надувных и каркасных бассейнов с высотой борта 107 см.</span><br /><span>Каркас выполнен из стали с порошковой окраской. Высокопрочные пластиковые ступени. В комплекте коробка для хранения.</span></p>";""
"<div id=""artikul-p"">Артикул: 58974 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58974";"Подобрать лестницу для надувных или каркасных бассейнов";"интернет магазин";"";"simple";"Оборудование";"Нет";"Включено";"11.1000";"Лестница для бассейна 122 см арт.58974";"4200.0000";"<p><span>Лестница предназначена для надувных и каркасных бассейнов с высотой борта 122 см.</span><br /><span>Каркас выполнен из стали с порошковой окраской. Высокопрочные пластиковые ступени.&nbsp;</span><br /><span>В комплекте коробка для хранения.</span></p>";""
"<div id=""artikul-p"">Артикул: 58975 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"58975";"Заказать качественную лестницу для надувных или каркасных бассейнов";"интернет магазин";"";"simple";"Оборудование";"Нет";"Включено";"12.5000";"Лестница для бассейна 132 см арт.58975";"4940.0000";"<p><span>Лестница предназначена для надувных и каркасных бассейнов с высотой борта 132 см.</span><br /><span>Каркас выполнен из стали с порошковой окраской. Высокопрочные пластиковые ступени.&nbsp;</span><br /><span>В комплекте коробка для хранения.</span></p>";""
"<div id=""artikul-p"">Артикул: 56684 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"56684";"Подобрать качественный нагреватель воды для бассейна в интернет магазине";"";"";"simple";"Оборудование";"Нет";"Включено";"1.4600";"Нагреватель для бассейна 244-457 см арт.56684";"4660.0000";"<p><span>Электронагреватель воды для каркасных и надувных бассейнов Intex диаметром не более 457 см (емкостью до 17000 литров). Подключается к фильтрующему насосу (производительностью от 2006 до 9462 л/ч). Оборудован автоматом УЗО (защита от поражения током), сенсором уровня воды и термостатом. При использовании нагревателя температура воды в бассейне должна быть не ниже 16&deg;C и не более 35&deg;C. Для ускорения процесса нагрева воды рекомендуется накрыть бассейн тентом.</span></p>";""
"<div id=""artikul-p"">Артикул: 68612 </div><div id=""proizvod-p""><div id=proizvod-p-text>Производитель: </div><img src='/media/img.ashx.jpg'></div>";"68612";"Купить недорогой насос для надувного бассейна";"интернет магазин";"";"simple";"Оборудование";"Нет";"Включено";"0.4500";"Насос ручной Hi-Output Hand Pump 30 см арт.68612";"230.0000";"<p><span>Этот насос легко накачивает любые надувные изделия, независим от наличия электричества.&nbsp;</span><br /><span>Насос имеет 3 насадки, которые служат переходниками для разных моделей надувных кроватей, подушек, кресел, матрасов Интекс.</span><br /><span>Обьём 3 л.</span></p>";""
